Publisher Name,Type,Location,Country,Genres/Focus,Contact Email,Phone,Address,Website,Submissions Email,Annual Output,Has Audiobooks,Priority Tier,Notes
University Press of Colorado,Academic,Louisville CO,USA,"Western history, archaeology, Native American",Via website,N/A,CO,upcolorado.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Colorado academic"
Washington State University Press,Academic,Pullman WA,USA,"Pacific NW, Western history",Via website,N/A,WA,wsupress.wsu.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Pacific NW focus"
Oregon State University Press,Academic,Corvallis OR,USA,"Pacific NW, natural history, science",Via website,N/A,OR,osupress.oregonstate.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Oregon scholarly"
University of Idaho Press,Academic,Moscow ID,USA,"Idaho, Pacific NW, Western",Via website,N/A,ID,uidahopress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Idaho regional"
Boise State University Press,Academic,Boise ID,USA,"Idaho, Western, literary",Via website,N/A,ID,boisestate.edu/english/ahsahta,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Idaho literary"
University of Montana Press,Academic,Missoula MT,USA,"Montana, Western, Native American",Via website,N/A,MT,umt.edu/mansfield/umpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Montana regional"
Montana Historical Society Press,Traditional,Helena MT,USA,"Montana history",Via website,N/A,MT,mhs.mt.gov/Press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"State history"
South Dakota State Historical Society,Traditional,Pierre SD,USA,"South Dakota history",Via website,N/A,SD,sdhspress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"State history"
State Historical Society of North Dakota,Traditional,Bismarck ND,USA,"North Dakota history",Via website,N/A,ND,history.nd.gov/publications,Via website,N/A,NO AUDIOBOOKS,TIER 1,"State history"
Kansas Historical Society,Traditional,Topeka KS,USA,"Kansas history",Via website,N/A,KS,kshs.org/publications,Via website,N/A,NO AUDIOBOOKS,TIER 1,"State history"
University Press of Kansas,Academic,Lawrence KS,USA,"American history, politics, military",Via website,N/A,KS,kansaspress.ku.edu,Via website,N/A,Unknown,High,"Kansas scholarly"
University of Iowa Press,Academic,Iowa City IA,USA,"Creative nonfiction, literary, regional",Via website,N/A,IA,uipress.uiowa.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Iowa literary"
University of Minnesota Press,Academic,Minneapolis MN,USA,"Cultural studies, politics, literary",Via website,N/A,MN,upress.umn.edu,Via website,N/A,Unknown,High,"Minnesota scholarly"
University of Wisconsin Press,Academic,Madison WI,USA,"Humanities, social sciences, regional",Via website,N/A,WI,uwpress.wisc.edu,Via website,N/A,Unknown,High,"Wisconsin scholarly"
Northwestern University Press,Academic,Evanston IL,USA,"Literary studies, philosophy, theater",Via website,N/A,IL,nupress.northwestern.edu,Via website,N/A,Unknown,High,"Chicago area"
Southern Illinois University Press,Academic,Carbondale IL,USA,"Rhetoric, Lincoln studies, regional",Via website,N/A,IL,siupress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Illinois scholarly"
University of Illinois Press,Academic,Urbana IL,USA,"American history, music, labor studies",Via website,N/A,IL,press.uillinois.edu,Via website,N/A,Unknown,High,"Illinois scholarly"
Indiana University Press,Academic,Bloomington IN,USA,"Humanities, social sciences, Middle East",Via website,N/A,IN,iupress.org,Via website,N/A,Unknown,High,"Indiana scholarly"
Purdue University Press,Academic,West Lafayette IN,USA,"Engineering, technology, Jewish studies",Via website,N/A,IN,press.purdue.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Purdue scholarly"
Wayne State University Press,Academic,Detroit MI,USA,"Detroit, labor, fairy tales, Jewish studies",Via website,N/A,MI,wsupress.wayne.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Detroit focus"
Michigan State University Press,Academic,East Lansing MI,USA,"Rhetoric, Great Lakes, Native American",Via website,N/A,MI,msupress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"MSU scholarly"
Kent State University Press,Academic,Kent OH,USA,"Civil War, Ohio, fashion studies",Via website,N/A,OH,kentstateuniversitypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio scholarly"
Ohio University Press,Academic,Athens OH,USA,"Appalachia, Southeast Asian studies",Via website,N/A,OH,ohioswallow.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio/Appalachia"
University of Akron Press,Academic,Akron OH,USA,"Poetry, Ohio history, technology",Via website,N/A,OH,uakron.edu/uapress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Akron scholarly"
University of Pittsburgh Press,Academic,Pittsburgh PA,USA,"History of science, Latin American, poetry",Via website,N/A,PA,upress.pitt.edu,Via website,N/A,Unknown,High,"Pittsburgh scholarly"
Penn State University Press,Academic,University Park PA,USA,"Art history, philosophy, regional",Via website,N/A,PA,psupress.org,Via website,N/A,Unknown,High,"Penn State scholarly"
Temple University Press,Academic,Philadelphia PA,USA,"Urban studies, labor, African American",Via website,N/A,PA,tupress.temple.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Philadelphia focus"
Bucknell University Press,Academic,Lewisburg PA,USA,"Literary studies, Latin American",Via website,N/A,PA,bucknelluniversitypress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Literary scholarly"
Lehigh University Press,Academic,Bethlehem PA,USA,"Literary criticism, history of ideas",Via website,N/A,PA,lupress.cas.lehigh.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lehigh scholarly"
University of Delaware Press,Academic,Newark DE,USA,"Early modern studies, literary",Via website,N/A,DE,udpress.udel.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Delaware scholarly"
Rutgers University Press,Academic,New Brunswick NJ,USA,"American studies, media, health",Via website,N/A,NJ,rutgersuniversitypress.org,Via website,N/A,Unknown,High,"New Jersey scholarly"
State University of New York Press,Academic,Albany NY,USA,"Philosophy, Asian studies, political theory",Via website,N/A,NY,sunypress.edu,Via website,N/A,Unknown,High,"SUNY scholarly"
Syracuse University Press,Academic,Syracuse NY,USA,"Middle East, Irish studies, television",Via website,N/A,NY,syracuseuniversitypress.syr.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Syracuse scholarly"
University at Buffalo Press,Academic,Buffalo NY,USA,"Regional interest, Great Lakes",Via website,N/A,NY,ubpress.buffalo.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Buffalo regional"
State University of New York Brockport,Academic,Brockport NY,USA,"Poetry",Via website,N/A,NY,boa.brockport.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Poetry press"
University Press of New England,Academic,Lebanon NH,USA,"New England regional, literary",Via website,N/A,NH,upne.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"New England focus"
University of Massachusetts Press,Academic,Amherst MA,USA,"American studies, regional, architecture",Via website,N/A,MA,umass.edu/umpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Massachusetts scholarly"
University of Connecticut Press,Academic,Storrs CT,USA,"Connecticut history, regional",Via website,N/A,CT,uconn.edu/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Connecticut regional"
University of Vermont Press,Academic,Burlington VT,USA,"Vermont history, regional",Via website,N/A,VT,uvm.edu/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Vermont regional"
University of Maine Press,Academic,Orono ME,USA,"Maine, New England, Canadian border",Via website,N/A,ME,umaine.edu/umpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Maine regional"
University Press of Florida,Academic,Gainesville FL,USA,"Florida, Caribbean, Latin American",Via website,N/A,FL,upf.com,Via website,N/A,Unknown,High,"Florida scholarly"
University of Georgia Press,Academic,Athens GA,USA,"Southern history, literature, nature",Via website,N/A,GA,ugapress.org,Via website,N/A,Unknown,High,"Georgia scholarly"
University Press of Mississippi,Academic,Jackson MS,USA,"Southern culture, American studies, film",Via website,N/A,MS,upress.state.ms.us,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Mississippi scholarly"
Louisiana State University Press,Academic,Baton Rouge LA,USA,"Southern history, literature, Civil War",Via website,N/A,LA,lsupress.org,Via website,N/A,Unknown,High,"Louisiana scholarly"
University of Alabama Press,Academic,Tuscaloosa AL,USA,"Southern history, military, rhetoric",Via website,N/A,AL,uapress.ua.edu,Via website,N/A,Unknown,High,"Alabama scholarly"
University of Tennessee Press,Academic,Knoxville TN,USA,"Appalachia, Civil War, material culture",Via website,N/A,TN,utpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Tennessee scholarly"
Vanderbilt University Press,Academic,Nashville TN,USA,"Health policy, education, Latin American",Via website,N/A,TN,vanderbiltuniversitypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Nashville scholarly"
University of Kentucky Press,Academic,Lexington KY,USA,"Appalachia, Civil War, military",Via website,N/A,KY,kentuckypress.com,Via website,N/A,Unknown,High,"Kentucky scholarly"
West Virginia University Press,Academic,Morgantown WV,USA,"Appalachia, Civil War, regional",Via website,N/A,WV,wvupress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Appalachian focus"
University of Virginia Press,Academic,Charlottesville VA,USA,"American history, architecture, literature",Via website,N/A,VA,upress.virginia.edu,Via website,N/A,Unknown,High,"Virginia scholarly"
University of North Carolina Press,Academic,Chapel Hill NC,USA,"Southern history, Latin American, nature",Via website,N/A,NC,uncpress.org,Via website,N/A,Unknown,High,"UNC scholarly"
University of South Carolina Press,Academic,Columbia SC,USA,"Southern history, military, regional",Via website,N/A,SC,sc.edu/uscpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"South Carolina scholarly"
Blair Publishing,Traditional,Durham NC,USA,"Southern literature, memoir, essays",Via website,N/A,NC,blairpublisher.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Durham NC"
Lookout Books,Academic,Wilmington NC,USA,"Literary fiction, creative nonfiction",Via website,N/A,NC,lookoutbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UNCW Press"
Queen's Ferry Press,Traditional,USA,USA,"Short fiction, novellas",Via website,N/A,N/A,queensferrypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Short fiction"
Press 53,Traditional,North Carolina,USA,"Poetry, short fiction",Via website,N/A,NC,press53.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"NC literary"
Main Street Rag,Traditional,North Carolina,USA,"Poetry",Via website,N/A,NC,mainstreetrag.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"NC poetry"
Mercer University Press,Academic,Macon GA,USA,"Southern history, religion, poetry",Via website,N/A,GA,mupress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Georgia scholarly"
NewSouth Books,Traditional,Montgomery AL,USA,"Southern history, civil rights, regional",Via website,N/A,AL,newsouthbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Alabama indie"
Pelican Publishing,Traditional,Gretna LA,USA,"Louisiana, Southern, travel, children's",Via website,N/A,LA,pelicanpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Louisiana focus"
Pineapple Press,Traditional,Florida,USA,"Florida history, nature, children's",Via website,N/A,FL,pineapplepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Florida specialty"
Sager Group,Traditional,USA,USA,"Fiction, nonfiction, memoir",Via website,N/A,N/A,thesagergroup.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Indie publisher"
Open Road Media,Traditional,NYC,USA,"Digital publishing, backlist, literary",Via website,N/A,NYC,openroadmedia.com,Via website,N/A,Some,Medium,"Digital specialist"
Rosetta Books,Traditional,NYC,USA,"Digital publishing, backlist ebooks",Via website,N/A,NYC,rosettabooks.com,Via website,N/A,Unknown,High,"Digital backlist"
Diversion Books,Traditional,NYC,USA,"Commercial fiction, nonfiction",Via website,N/A,NYC,diversionbooks.com,Via website,N/A,Unknown,High,"Digital/print"
Lake Union Publishing,Traditional,Seattle WA,USA,"Fiction, memoir, women's",Via Amazon,N/A,WA,amazon.com/lakeunion,Amazon Publishing,N/A,Yes,Low,"Amazon imprint"
Thomas & Mercer,Traditional,Seattle WA,USA,"Mystery, thriller, suspense",Via Amazon,N/A,WA,amazon.com/thomasmercer,Amazon Publishing,N/A,Yes,Low,"Amazon imprint"
Montlake,Traditional,Seattle WA,USA,"Romance",Via Amazon,N/A,WA,amazon.com/montlake,Amazon Publishing,N/A,Yes,Low,"Amazon romance"
47North,Traditional,Seattle WA,USA,"Sci-fi, fantasy, horror",Via Amazon,N/A,WA,amazon.com/47north,Amazon Publishing,N/A,Yes,Low,"Amazon SFF"
Little A,Traditional,Seattle WA,USA,"Literary fiction",Via Amazon,N/A,WA,amazon.com/littlea,Amazon Publishing,N/A,Some,Medium,"Amazon literary"
Grand Harbor Press,Traditional,Seattle WA,USA,"Christian fiction",Via Amazon,N/A,WA,amazon.com/grandharbor,Amazon Publishing,N/A,Unknown,Medium,"Amazon Christian"
Waterfall Press,Traditional,Seattle WA,USA,"Christian nonfiction",Via Amazon,N/A,WA,amazon.com/waterfallpress,Amazon Publishing,N/A,Unknown,Medium,"Amazon Christian NF"
Skyscape,Traditional,Seattle WA,USA,"YA fiction",Via Amazon,N/A,WA,amazon.com/skyscape,Amazon Publishing,N/A,Some,Medium,"Amazon YA"
Two Lions,Traditional,Seattle WA,USA,"Children's books",Via Amazon,N/A,WA,amazon.com/twolions,Amazon Publishing,N/A,Unknown,Medium,"Amazon children's"
Kindle Press,Traditional,Seattle WA,USA,"Various genres, Kindle Scout",Via Amazon,N/A,WA,kindlepress.com,Amazon Publishing,N/A,Unknown,Medium,"Amazon digital"
Blackstone Publishing,Traditional,Oregon,USA,"Audio and print, all genres",Via website,N/A,OR,blackstonepublishing.com,Via website,N/A,Yes,Low,"Major audiobook producer"
Recorded Books,Traditional,Maryland,USA,"Audiobooks, educational",Via website,N/A,MD,recordedbooks.com,Via website,N/A,Yes - Producer,Competitor,"Major audio producer"
Tantor Media,Traditional,Connecticut,USA,"Audiobook production",Via website,N/A,CT,tantor.com,Via website,N/A,Yes - Producer,Competitor,"Audiobook specialist"
Dreamscape Media,Traditional,Ohio,USA,"Audiobook production",Via website,N/A,OH,dreamscapepublishing.com,Via website,N/A,Yes - Producer,Competitor,"Audio producer"
Graphic Audio,Traditional,Maryland,USA,"Dramatized audiobooks",Via website,N/A,MD,graphicaudio.net,Via website,N/A,Yes - Producer,Competitor,"Movie in your mind"
HighBridge Audio,Traditional,Minneapolis MN,USA,"Audiobook production",Via website,N/A,MN,highbridgeaudio.com,Via website,N/A,Yes - Producer,Competitor,"Audio specialist"
Oasis Audio,Traditional,Illinois,USA,"Christian audiobooks",Via website,N/A,IL,oasisaudio.com,Via website,N/A,Yes - Producer,Competitor,"Christian audio"
christianaudio,Traditional,USA,USA,"Christian audiobook retailer/producer",Via website,N/A,N/A,christianaudio.com,Via website,N/A,Yes - Producer,Competitor,"Christian audio"
Libro.fm,Traditional,Seattle WA,USA,"Audiobook retailer, indie bookstore partner",Via website,N/A,WA,libro.fm,Via website,N/A,Some - Partner,Info,"Indie bookstore partner"
Audible Originals,Traditional,Newark NJ,USA,"Amazon audiobook originals",Via Amazon,N/A,NJ,audible.com,Via Amazon,N/A,Yes - Producer,Competitor,"Amazon exclusive"
Brilliance Publishing,Traditional,Michigan,USA,"Audiobook production",Via Amazon,N/A,MI,brilliancepublishing.com,Amazon owned,N/A,Yes - Producer,Competitor,"Amazon audio"
Findaway Voices,Service,Ohio,USA,"Audiobook distribution platform",Via website,N/A,OH,findawayvoices.com,Via website,N/A,Distribution,Info,"Distribution platform"
Authors Republic,Service,USA,USA,"Audiobook distribution",Via website,N/A,N/A,authorsrepublic.com,Via website,N/A,Distribution,Info,"Distribution service"
Spoken Realms,Service,USA,USA,"Audiobook production for authors",Via website,N/A,N/A,spokenrealms.com,Via website,N/A,Production,Info,"Author services"
DeepVellum Dallas,Nonprofit,Dallas TX,USA,"World literature in translation",Via website,N/A,TX,deepvellum.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Translations"
Restless Books,Traditional,Brooklyn NY,USA,"International literature, translations",Via website,N/A,NY,restlessbooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"World lit"
Open Letter Books,Academic,Rochester NY,USA,"Literature in translation",Via website,N/A,NY,openletterbooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"University of Rochester"
Archipelago Books,Nonprofit,Brooklyn NY,USA,"Literary translations",Via website,N/A,NY,archipelagobooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Nonprofit translations"
New Vessel Press,Traditional,NYC,USA,"Literary fiction in translation",Via website,N/A,NYC,newvessel.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Translations"
Transit Books,Nonprofit,Oakland CA,USA,"Fiction and nonfiction in translation",Via website,N/A,CA,transitbooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Translation nonprofit"
World Editions,Traditional,Netherlands/USA,Netherlands/USA,"International literary fiction",Via website,N/A,NL/USA,worldeditions.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Netherlands-based"
Sandstone Press,Traditional,Scotland,UK,"Fiction, nonfiction, translations",Via website,N/A,Scotland,sandstonepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Scottish indie"
Saraband,Traditional,Scotland,UK,"Fiction, nature, memoir",Via website,N/A,Scotland,saraband.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Scottish indie"
Polygon (Birlinn),Traditional,Edinburgh,UK,"Scottish interest",Via website,N/A,Edinburgh,polygonbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Birlinn imprint"
Luath Press,Traditional,Edinburgh,UK,"Scottish interest, fiction, nonfiction",Via website,N/A,Edinburgh,luath.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Since 1981"
Freight Books,Traditional,Glasgow,UK,"Scottish literary fiction, poetry",Via website,N/A,Glasgow,freightbooks.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Glasgow indie"
404 Ink,Traditional,Scotland,UK,"Fiction, nonfiction, zines",Via website,N/A,Scotland,404ink.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Scottish indie"
Seren,Traditional,Wales,UK,"Poetry, fiction, Welsh interest",Via website,N/A,Wales,serenbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welsh publisher"
Parthian Books,Traditional,Wales,UK,"Welsh, literary fiction, translations",Via website,N/A,Wales,parthianbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welsh indie"
Honno,Traditional,Wales,UK,"Women's writing, Welsh",Via website,N/A,Wales,honno.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welsh women's"
Gomer Press,Traditional,Wales,UK,"Welsh language and interest",Via website,N/A,Wales,gomer.co.uk,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welsh publisher"
Y Lolfa,Traditional,Wales,UK,"Welsh language books",Via website,N/A,Wales,ylolfa.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Welsh language"
Blackstaff Press,Traditional,Belfast,Northern Ireland,"Irish interest, fiction, nonfiction",Via website,N/A,Belfast,blackstaffpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"NI publisher"
The O'Brien Press,Traditional,Dublin,Ireland,"Irish interest, children's, adult",Via website,N/A,Dublin,obrien.ie,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Irish indie"
Lilliput Press,Traditional,Dublin,Ireland,"Irish interest, literary",Via website,N/A,Dublin,lilliputpress.ie,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Dublin indie"
New Island Books,Traditional,Dublin,Ireland,"Irish fiction, nonfiction",Via website,N/A,Dublin,newisland.ie,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Dublin indie"
Merrion Press,Traditional,Dublin,Ireland,"Irish history, politics, memoir",Via website,N/A,Dublin,merrionpress.ie,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Irish nonfiction"
Mercier Press,Traditional,Cork,Ireland,"Irish interest, history, folklore",Via website,N/A,Cork,mercierpress.ie,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Cork publisher"
Salmon Poetry,Traditional,Ireland,Ireland,"Poetry",Via website,N/A,Ireland,salmonpoetry.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Irish poetry"
Dedalus Press,Traditional,Dublin,Ireland,"Poetry",Via website,N/A,Dublin,dedaluspress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Irish poetry"
Gallery Press,Traditional,Ireland,Ireland,"Poetry, drama",Via website,N/A,Ireland,gallerypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Irish poetry/drama"
Brandon Books (O'Brien),Traditional,Ireland,Ireland,"Literary fiction, Irish",Via website,N/A,Ireland,obrien.ie,Via O'Brien,N/A,NO AUDIOBOOKS,TIER 1,"O'Brien imprint"
Tramp Press,Traditional,Dublin,Ireland,"Literary fiction",Via website,N/A,Dublin,tramppress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Dublin literary"
Banshee Press,Traditional,Ireland,Ireland,"Literary fiction, short stories",Via website,N/A,Ireland,bansheelit.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Irish literary"
Stinging Fly Press,Traditional,Dublin,Ireland,"Literary fiction, poetry",Via website,N/A,Dublin,stingingfly.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Dublin literary"
Fantagraphics Books,Traditional,Seattle WA,USA,"Comics, graphic novels",Via website,N/A,WA,fantagraphics.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Alt comics leader"
Drawn & Quarterly,Traditional,Montreal,Canada,"Comics, graphic novels",Via website,N/A,Montreal,drawnandquarterly.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Canadian comics"
Top Shelf Productions,Traditional,USA,USA,"Graphic novels, indie comics",Via website,N/A,N/A,topshelfcomix.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"IDW imprint"
First Second Books,Traditional,NYC,USA,"Graphic novels, comics for all ages",Via website,N/A,NYC,firstsecondbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Macmillan imprint"
Oni Press,Traditional,Portland OR,USA,"Comics, graphic novels",Via website,N/A,OR,onipress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Indie comics"
Boom! Studios,Traditional,Los Angeles CA,USA,"Comics, graphic novels",Via website,N/A,CA,boom-studios.com,Via website,N/A,Unknown,High,"LA comics"
Viz Media,Traditional,San Francisco CA,USA,"Manga, anime",Via website,N/A,CA,viz.com,Via website,N/A,Unknown,High,"Japanese manga"
Yen Press,Traditional,NYC,USA,"Manga, light novels",Via website,N/A,NYC,yenpress.com,Via website,N/A,Unknown,High,"Hachette manga"
Seven Seas Entertainment,Traditional,Los Angeles CA,USA,"Manga, light novels",Via website,N/A,CA,sevenseasentertainment.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Manga publisher"
Kodansha USA,Traditional,NYC,USA,"Manga, Japanese books",Via website,N/A,NYC,kodanshausa.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Japanese publisher"
Dark Horse Comics,Traditional,Milwaukie OR,USA,"Comics, manga, graphic novels",Via website,N/A,OR,darkhorse.com,Via website,N/A,Unknown,High,"Major indie comics"
IDW Publishing,Traditional,San Diego CA,USA,"Comics, graphic novels, licensed",Via website,N/A,CA,idwpublishing.com,Via website,N/A,Unknown,High,"Licensed comics"
Image Comics,Traditional,Portland OR,USA,"Creator-owned comics",Via website,N/A,OR,imagecomics.com,Via website,N/A,Unknown,High,"Creator-owned"
Dynamite Entertainment,Traditional,New Jersey,USA,"Comics, licensed properties",Via website,N/A,NJ,dynamite.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Licensed comics"
Aftershock Comics,Traditional,Los Angeles CA,USA,"Comics, sci-fi, horror",Via website,N/A,CA,aftershockcomics.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"2015 founded"
Valiant Entertainment,Traditional,NYC,USA,"Superhero comics",Via website,N/A,NYC,valiantentertainment.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Superhero universe"
Mad Cave Studios,Traditional,Miami FL,USA,"Comics, graphic novels",Via website,N/A,FL,madcavestudios.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Miami comics"
Scout Comics,Traditional,USA,USA,"Indie comics, diverse genres",Via website,N/A,N/A,scoutcomics.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Indie comics"
AWA Studios,Traditional,NYC,USA,"Comics, graphic novels",Via website,N/A,NYC,awastudios.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Artists Writers Artisans"
Black Mask Studios,Traditional,Los Angeles CA,USA,"Comics, indie",Via website,N/A,CA,blackmaskstudios.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Indie comics"
Titan Comics,Traditional,London,UK,"Comics, graphic novels, licensed",Via website,N/A,UK,titan-comics.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK comics"
SelfMadeHero,Traditional,London,UK,"Graphic novels, literary adaptations",Via website,N/A,UK,selfmadehero.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK graphic novels"
Nobrow Press,Traditional,London,UK,"Illustrated books, graphic novels",Via website,N/A,UK,nobrow.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"UK illustrated"
Jonathan Cape Graphic Novels,Traditional,London,UK,"Graphic novels",Via Penguin,N/A,UK,vintage-books.co.uk,Via Penguin,N/A,Unknown,Medium,"PRH UK imprint"
Workman Publishing,Traditional,NYC,USA,"Nonfiction, calendars, journals, cookbooks",Via website,N/A,NYC,workman.com,Via website,N/A,Some,Medium,"Hachette imprint"
Adams Media,Traditional,Massachusetts,USA,"Self-help, business, pop culture",Via S&S,N/A,MA,simonandschuster.com,Via S&S,N/A,Yes,Low,"S&S imprint"
Parenting Press,Traditional,Seattle WA,USA,"Parenting, children's guidance",Via website,N/A,WA,parentingpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Parenting specialist"
Da Capo Lifelong,Traditional,NYC,USA,"Parenting, health, food",Via Hachette,N/A,NYC,dacapolifelong.com,Via Hachette,N/A,Unknown,Medium,"Hachette imprint"
Alpha Books,Traditional,NYC,USA,"Complete Idiot's Guides",Via DK,N/A,NYC,dk.com,Via DK,N/A,Some,Medium,"PRH/DK imprint"
Callisto Media,Traditional,Oakland CA,USA,"Health, wellness, cooking",Via website,N/A,CA,callistomedia.com,Via website,N/A,Unknown,High,"Rockridge Press imprint"
Rockridge Press,Traditional,Oakland CA,USA,"Health, wellness, cookbooks, how-to",Via Callisto,N/A,CA,rockridgepress.com,Via Callisto,N/A,NO AUDIOBOOKS,TIER 1,"Callisto imprint"
Althea Press,Traditional,Oakland CA,USA,"Health, alternative medicine",Via Callisto,N/A,CA,callistomedia.com,Via Callisto,N/A,NO AUDIOBOOKS,TIER 1,"Callisto imprint"
Zeitgeist (Penguin),Traditional,NYC,USA,"Wellness, self-improvement",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Unknown,Medium,"PRH imprint"
TarcherPerigee,Traditional,NYC,USA,"Personal growth, spirituality",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Some,Medium,"PRH imprint"
Avery (PRH),Traditional,NYC,USA,"Health, wellness, nutrition",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Yes,Low,"PRH imprint"
Plume (PRH),Traditional,NYC,USA,"Lifestyle, self-help, fiction",Via PRH,N/A,NYC,penguinrandomhouse.com,Via PRH,N/A,Yes,Low,"PRH imprint"
